Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
145,CMAES,0.442083296,14:39.4,14:40.7,0 days 00:00:01.358469,,RF,,NONE,,WAVE,,,,,,,,0.65,410,32,,,,,,0.66,,PRUNED,0
146,CMAES,0.032410134,14:40.8,14:43.2,0 days 00:00:02.422487,,RF,,NONE,,FRAC,6,,,,,,,0.5,210,202,,,,,,0.36,,PRUNED,0
147,CMAES,0.440654124,14:43.2,15:43.6,0 days 00:01:00.390925,,MLP,,WPD,,FRAC,31,,,0.003805864,,8,,0.85,,,,0.45,db6,,,54.27,,PRUNED,0
148,CMAES,0.627298494,15:43.6,15:53.8,0 days 00:00:10.179499,,RF,,EMD,0.35,COV,,,,,,,,0.65,210,252,,,,,,1.49,,PRUNED,0
149,CMAES,0.260254338,15:53.8,16:47.5,0 days 00:00:53.742888,,LR,,WPD,,FRAC,25,,,,0.73551025,,,1,,,,0.75,db4,,,53.38,,PRUNED,0
150,CMAES,0.077641161,16:47.5,16:57.5,0 days 00:00:09.978011,0.013880681,SVM,,EMD,0.05,STAT,,,,,,,,0.75,,,sigmoid,,,,,0.61,,PRUNED,0
151,CMAES,0.310333846,16:57.5,16:59.4,0 days 00:00:01.838586,,KNN,,NONE,,FRAC,3,minkowski,4,,,,,0.65,,,,,,,,0.22,,PRUNED,0
152,CMAES,0.154460585,16:59.4,18:21.7,0 days 00:01:22.271622,,LR,,WPD,,STAT,,,,,0.293582901,,,0.65,,,,0.5,coif1,,,82.06,,PRUNED,0
153,CMAES,0.224510568,18:21.7,18:23.0,0 days 00:00:01.292127,,KNN,,NONE,,WAVE,,manhattan,19,,,,,0.5,,,,,,,,0.58,,PRUNED,0
154,CMAES,0.239236759,18:23.0,19:12.6,0 days 00:00:49.586677,,KNN,,EMD,0.6,FRAC,5,minkowski,14,,,,,0.6,,,,,,,,48.88,,PRUNED,0
155,CMAES,0.454859012,19:12.6,19:14.6,0 days 00:00:02.039904,,LR,,NONE,,COV,,,,,0.166160481,,,0.9,,,,,,,,1.07,,PRUNED,0
156,CMAES,0.459404102,19:14.6,19:53.6,0 days 00:00:38.936471,,MLP,,EMD,0.7,STAT,,,,0.006004468,,378,,0.65,,,,,,,,0.61,,PRUNED,0
157,CMAES,0.209409721,19:53.6,20:46.3,0 days 00:00:52.746131,,KNN,,WPD,,FRAC,20,manhattan,2,,,,,0.6,,,,0.6,sym9,,,52.04,,PRUNED,0
158,CMAES,0.168574148,20:46.3,21:39.1,0 days 00:00:52.726389,,RF,,NONE,,FRAC,14,,,,,,,0.55,910,222,,,,,,50.5,,PRUNED,0
159,CMAES,0.53401015,21:39.1,21:44.4,0 days 00:00:05.323259,,RF,,NONE,,COV,,,,,,,,0.7,910,132,,,,,,1.01,,PRUNED,0
160,CMAES,0.563979524,21:44.4,24:12.6,0 days 00:02:28.157656,,KNN,2,NONE,,ENT,,manhattan,17,,,,4,1,,,,,,,,146.43,,PRUNED,0
161,CMAES,0.30480084,24:12.6,26:05.7,0 days 00:01:53.096759,,KNN,,WPD,,STAT,,minkowski,7,,,,,0.95,,,,0.1,coif1,,,112.46,,PRUNED,0
162,CMAES,0.546162246,26:05.7,26:16.9,0 days 00:00:11.210484,,RF,,EMD,0.15,COV,,,,,,,,0.85,1010,272,,,,,,1.88,,PRUNED,0
163,CMAES,0.86753,26:16.9,29:26.2,0 days 00:03:09.270401,,KNN,,WPD,,WAVE,,minkowski,5,,,,,0.8,,,,0.2,sym9,107826,0.56,188.19,0.063241024,COMPLETE,0
164,CMAES,0.45235626,29:26.2,29:29.3,0 days 00:00:03.108472,0.009640476,SVM,,NONE,,COV,,,,,,,,0.75,,,linear,,,,,1.63,,PRUNED,0
165,CMAES,0.180813425,29:29.3,29:30.1,0 days 00:00:00.770078,,LR,,NONE,,STAT,,,,,0.767384126,,,0.85,,,,,,,,0.49,,PRUNED,0
166,CMAES,0.721951998,29:30.1,29:38.6,0 days 00:00:08.486609,,MLP,,EMD,0.15,COV,,,,0.021003783,,10,,0.65,,,,,,,,1.06,,PRUNED,0
167,CMAES,0.071526955,29:38.6,29:39.3,0 days 00:00:00.694461,,LR,,NONE,,WAVE,,,,,0.374903053,,,0.55,,,,,,,,0.56,,PRUNED,0
168,CMAES,0.510699474,29:39.3,29:41.0,0 days 00:00:01.702117,,KNN,,EMD,0.5,WAVE,,euclidean,20,,,,,0.5,,,,,,,,0.92,,PRUNED,0
169,CMAES,0.530610211,29:41.0,29:45.4,0 days 00:00:04.327633,,MLP,,EMD,1,WAVE,,,,0.087060679,,30,,0.95,,,,,,,,0.67,,PRUNED,0
170,CMAES,0.274396095,29:45.4,32:16.6,0 days 00:02:31.280964,0.475386451,SVM,,WPD,,WAVE,,,,,,,,0.85,,,linear,0.95,db4,,,151.04,,PRUNED,0
171,CMAES,0.225902059,32:16.7,32:17.8,0 days 00:00:01.148256,,RF,10,NONE,,ENT,,,,,,,8,0.65,510,32,,,,,,0.28,,PRUNED,0
172,CMAES,0.031080983,32:17.8,32:24.6,0 days 00:00:06.737847,0.001546592,SVM,7,NONE,,ENT,,,,,,,6,0.5,,,sigmoid,,,,,0.19,,PRUNED,0
173,CMAES,0,32:24.6,33:16.6,0 days 00:00:52.076395,,MLP,,EMD,0.4,FRAC,13,,,0.085775641,,1,,0.7,,,,,,,,51.18,,PRUNED,0
174,CMAES,0.042760218,33:16.7,33:32.7,0 days 00:00:16.022129,0.002209994,SVM,,NONE,,STAT,,,,,,,,0.9,,,sigmoid,,,,,0.51,,PRUNED,0
175,CMAES,0.339663451,33:32.7,33:34.2,0 days 00:00:01.475395,,RF,,NONE,,FRAC,23,,,,,,,0.75,710,82,,,,,,0.2,,PRUNED,0
176,CMAES,0.094403148,33:34.2,34:55.3,0 days 00:01:21.150636,,LR,,EMD,0.65,STAT,,,,,0.096392172,,,0.6,,,,,,,,80.97,,PRUNED,0
177,CMAES,0.135961594,34:55.3,37:22.5,0 days 00:02:27.108065,,MLP,8,WPD,,ENT,,,,0.004079025,,1,4,0.7,,,,0.05,db6,,,145.76,,PRUNED,0
178,CMAES,0.705583391,37:22.5,39:47.6,0 days 00:02:25.179848,,MLP,,EMD,0.6,COV,,,,0.023435589,,18,,0.65,,,,,,,,136.83,,PRUNED,0
179,CMAES,0.212584982,39:47.7,39:55.7,0 days 00:00:08.049565,,MLP,,NONE,,WAVE,,,,0.001012842,,5,,0.6,,,,,,,,0.56,,PRUNED,0
180,CMAES,0.508027601,39:55.7,39:59.0,0 days 00:00:03.295747,,KNN,,EMD,0.5,COV,,minkowski,16,,,,,1,,,,,,,,1.16,,PRUNED,0
181,CMAES,0.28786228,39:59.0,40:08.9,0 days 00:00:09.825885,,MLP,,WPD,,STAT,,,,0.075188525,,113,,0.95,,,,0.25,db6,,,2.33,,PRUNED,0
182,CMAES,0.077167728,40:08.9,40:09.8,0 days 00:00:00.952559,,LR,,WPD,,WAVE,,,,,0.658242092,,,0.5,,,,0.5,db6,,,0.82,,PRUNED,0
183,CMAES,0.037266666,40:09.8,42:35.8,0 days 00:02:25.981950,,LR,7,EMD,0.6,ENT,,,,,0.115806579,,4,0.85,,,,,,,,145.8,,PRUNED,0
184,CMAES,0.72953383,42:35.8,45:05.9,0 days 00:02:30.029764,,KNN,,EMD,0.8,WAVE,,euclidean,4,,,,,0.8,,,,,,,,149.25,,PRUNED,0
185,CMAES,0.18411685,45:05.9,45:06.8,0 days 00:00:00.911268,0.003717607,SVM,,EMD,0.15,WAVE,,,,,,,,0.8,,,linear,,,,,0.76,,PRUNED,0
186,CMAES,-0.108060597,45:06.8,46:36.4,0 days 00:01:29.563211,2.416464392,SVM,,WPD,,STAT,,,,,,,,0.7,,,sigmoid,0.05,sym9,,,80.57,,PRUNED,0
187,CMAES,0.089879262,46:36.4,48:10.4,0 days 00:01:33.985050,0.417967995,SVM,,WPD,,STAT,,,,,,,,0.9,,,sigmoid,0.1,db4,,,79.47,,PRUNED,0
188,CMAES,0.047517646,48:10.4,49:06.0,0 days 00:00:55.590644,,LR,,EMD,0.1,FRAC,30,,,,0.104843793,,,0.6,,,,,,,,55.45,,PRUNED,0
189,CMAES,0.322584493,49:06.0,50:27.6,0 days 00:01:21.576710,,KNN,,EMD,0.35,STAT,,euclidean,17,,,,,0.65,,,,,,,,80.67,,PRUNED,0
190,CMAES,0.411314313,50:27.6,52:47.8,0 days 00:02:20.221832,,KNN,8,EMD,0.2,ENT,,manhattan,6,,,,3,0.95,,,,,,,,139.01,,PRUNED,0
191,CMAES,0.438129289,52:47.8,52:48.7,0 days 00:00:00.946725,,RF,,NONE,,FRAC,24,,,,,,,0.7,10,22,,,,,,0.21,,PRUNED,0
192,CMAES,0.246912387,52:48.8,55:30.4,0 days 00:02:41.666780,,MLP,13,NONE,,ENT,,,,0.001217777,,27,4,0.9,,,,,,,,143.02,,PRUNED,0
193,CMAES,0.011173022,55:30.4,55:30.9,0 days 00:00:00.452040,0.004242659,SVM,6,EMD,0.25,ENT,,,,,,,3,0.5,,,linear,,,,,0.3,,PRUNED,0
194,CMAES,0.44490477,55:30.9,57:49.1,0 days 00:02:18.238050,,LR,,WPD,,COV,,,,,0.679747719,,,0.65,,,,0.2,db4,,,137.84,,PRUNED,0
195,CMAES,0.287382914,57:49.2,57:55.5,0 days 00:00:06.366266,,KNN,,EMD,1,STAT,,manhattan,20,,,,,1,,,,,,,,0.52,,PRUNED,0
196,CMAES,0.117784877,57:55.5,00:32.7,0 days 00:02:37.123052,,LR,5,WPD,,ENT,,,,,0.535101052,,6,0.65,,,,0.15,sym9,,,156.73,,PRUNED,0
197,CMAES,0,00:32.7,02:53.0,0 days 00:02:20.320739,,MLP,13,EMD,0.35,ENT,,,,0.097442781,,2,3,0.5,,,,,,,,139.38,,PRUNED,0
198,CMAES,0.695930388,02:53.0,03:13.0,0 days 00:00:20.044483,,MLP,,NONE,,COV,,,,0.001270749,,8,,0.7,,,,,,,,1.47,,PRUNED,0
199,CMAES,0.387430075,03:13.1,05:39.7,0 days 00:02:26.672478,,KNN,3,EMD,0.3,ENT,,minkowski,4,,,,4,0.75,,,,,,,,146.34,,PRUNED,0
200,CMAES,0.167135413,05:39.7,08:16.3,0 days 00:02:36.601372,,RF,8,EMD,0.45,ENT,,,,,,,8,0.5,910,2,,,,,,156.2,,PRUNED,0
0,CMAES,0.18496,45:59.4,46:04.7,0 days 00:00:05.264465,,MLP,5,WPD,,ENT,,,,0.021924769,,1,8,0.95,,,,0.85,sym9,56803.17,4.46,0.62,0.064734259,COMPLETE,1
1,CMAES,0.13454,46:04.7,47:03.2,0 days 00:00:58.505455,0.270710212,SVM,,NONE,,FRAC,40,,,,,,,0.75,,,linear,,,56850.92,0.24,58.09,0.076773424,COMPLETE,1
2,CMAES,0.50694,47:03.2,47:05.3,0 days 00:00:02.034043,,RF,,NONE,,WAVE,,,,,,,,0.75,610,12,,,,56856.3,1.15,0.63,0.036496887,COMPLETE,1
3,CMAES,0.37238,47:05.3,47:12.4,0 days 00:00:07.143246,,MLP,,NONE,,WAVE,,,,0.001899121,,1,,0.95,,,,,,56891.94,6.28,0.68,0.03619791,COMPLETE,1
4,CMAES,0.14431,47:12.4,47:13.7,0 days 00:00:01.207828,,LR,,EMD,0.7,STAT,,,,,0.964843563,,,0.7,,,,,,56921.86,0.31,0.71,0.049421568,COMPLETE,1
5,CMAES,0.30377,47:13.7,49:52.7,0 days 00:02:39.055722,,RF,1,NONE,,ENT,,,,,,,6,0.95,910,112,,,,56987.76,5.56,153.33,0.054940729,COMPLETE,1
6,CMAES,0.142977664,49:52.7,49:53.9,0 days 00:00:01.112695,,RF,,NONE,,WAVE,,,,,,,,0.5,10,2,,,,,,0.73,,PRUNED,1
7,CMAES,0.7195,49:53.9,49:59.9,0 days 00:00:06.032124,,KNN,,WPD,,COV,,euclidean,8,,,,,0.9,,,,0.15,db6,56987.76,4.34,1.34,0.046544333,COMPLETE,1
8,CMAES,0.3609,49:59.9,50:01.6,0 days 00:00:01.716027,,LR,,WPD,,WAVE,,,,,0.239923774,,,0.95,,,,0.05,coif1,56987.76,0.71,0.84,0.045177002,COMPLETE,1
9,CMAES,-0.049890472,50:01.7,50:06.5,0 days 00:00:04.860369,0.140795098,SVM,,NONE,,WAVE,,,,,,,,0.7,,,rbf,,,,,0.67,,PRUNED,1
10,CMAES,0.184717576,50:06.5,50:09.4,0 days 00:00:02.887406,,MLP,,WPD,,WAVE,,,,0.079073806,,36,,0.6,,,,0.4,db6,,,0.73,,PRUNED,1
11,CMAES,0.216846538,50:09.4,50:10.0,0 days 00:00:00.612350,,LR,,WPD,,FRAC,38,,,,0.015117479,,,0.95,,,,0.35,db4,,,0.35,,PRUNED,1
12,CMAES,0.196416583,50:10.1,50:11.6,0 days 00:00:01.592094,0.003768982,SVM,,WPD,,STAT,,,,,,,,0.9,,,linear,0.7,db6,,,0.71,,PRUNED,1
13,CMAES,0.45918,50:11.7,50:14.3,0 days 00:00:02.599174,,LR,,NONE,,COV,,,,,0.698087443,,,0.9,,,,,,56987.76,1.06,1.2,0.024348259,COMPLETE,1
14,CMAES,0.276757913,50:14.3,50:17.5,0 days 00:00:03.180958,,RF,,EMD,0.9,STAT,,,,,,,,0.7,810,102,,,,,,0.64,,PRUNED,1
15,CMAES,0.54435,50:17.5,50:23.2,0 days 00:00:05.751703,,RF,,EMD,0.1,COV,,,,,,,,0.65,410,22,,,,56987.76,4.15,1.34,0.047110577,COMPLETE,1
16,CMAES,0.21103437,50:23.2,50:24.9,0 days 00:00:01.703864,,LR,,EMD,0.15,STAT,,,,,0.257192582,,,1,,,,,,,,0.62,,PRUNED,1
17,CMAES,0.51854,50:25.0,50:30.9,0 days 00:00:05.962566,,RF,,NONE,,WAVE,,,,,,,,0.8,710,162,,,,56987.76,5.13,0.68,0.037458191,COMPLETE,1
18,CMAES,0.190861271,50:30.9,53:43.2,0 days 00:03:12.220460,,MLP,4,WPD,,ENT,,,,0.020072833,,1,7,0.95,,,,0.8,coif1,,,190.49,,PRUNED,1
19,CMAES,0.65917,53:43.2,54:58.1,0 days 00:01:14.872350,,MLP,,WPD,,FRAC,3,,,0.011294106,,22,,1,,,,0.75,sym9,57533.78,24.86,49.82,0.056875496,COMPLETE,1
20,CMAES,0.314751963,54:58.1,58:02.5,0 days 00:03:04.430903,,MLP,12,WPD,,ENT,,,,0.002654119,,17,4,0.5,,,,0.85,db6,,,173.52,,PRUNED,1
21,CMAES,0.308903593,58:02.5,00:59.6,0 days 00:02:57.093657,,MLP,6,NONE,,ENT,,,,0.02475147,,131,7,0.8,,,,,,,,156.36,,PRUNED,1
22,CMAES,0.386954535,00:59.6,01:12.8,0 days 00:00:13.152082,,MLP,,EMD,0.5,STAT,,,,0.007946456,,12,,0.9,,,,,,,,1.05,,PRUNED,1
23,CMAES,0.24976601,01:12.8,03:13.3,0 days 00:02:00.545008,,MLP,,WPD,,STAT,,,,0.001954864,,285,,0.9,,,,1,db4,,,80.65,,PRUNED,1
24,CMAES,0.116995392,03:13.3,05:32.6,0 days 00:02:19.216264,,LR,14,NONE,,ENT,,,,,0.53369998,,4,0.6,,,,,,,,139.06,,PRUNED,1
25,CMAES,0.274827641,05:32.6,05:37.7,0 days 00:00:05.082945,,RF,,NONE,,STAT,,,,,,,,0.7,310,192,,,,,,0.58,,PRUNED,1
26,CMAES,0.102816422,05:37.7,05:59.2,0 days 00:00:21.574092,0.001369458,SVM,,WPD,,COV,,,,,,,,0.5,,,sigmoid,0.25,sym9,,,1.55,,PRUNED,1
27,CMAES,-0.018789103,05:59.3,06:50.6,0 days 00:00:51.395235,0.095069162,SVM,,EMD,0.5,COV,,,,,,,,0.95,,,rbf,,,,,1.25,,PRUNED,1
28,CMAES,0.181479272,06:50.7,08:43.8,0 days 00:01:53.133492,,LR,,WPD,,STAT,,,,,0.457459176,,,0.75,,,,1,coif1,,,112.92,,PRUNED,1
29,CMAES,-0.045385818,08:43.8,09:01.7,0 days 00:00:17.843913,0.000115616,SVM,,NONE,,STAT,,,,,,,,0.9,,,rbf,,,,,0.62,,PRUNED,1
30,CMAES,0.5045,09:01.7,09:29.7,0 days 00:00:27.997705,,MLP,,EMD,0.3,COV,,,,0.031235008,,2,,0.95,,,,,,59433.39,24.97,2.66,0.04500391,COMPLETE,1
31,CMAES,0.72606,09:29.7,09:32.5,0 days 00:00:02.833042,,KNN,,NONE,,WAVE,,minkowski,1,,,,,0.7,,,,,,59436.76,1.99,0.72,0.033170948,COMPLETE,1
32,CMAES,-0.029285284,09:32.5,12:06.1,0 days 00:02:33.619206,0.00062975,SVM,,WPD,,STAT,,,,,,,,1,,,rbf,0.8,sym9,,,117.98,,PRUNED,1
33,CMAES,0.201909423,12:06.2,14:50.7,0 days 00:02:44.564934,,MLP,6,NONE,,ENT,,,,0.00144613,,4,8,0.7,,,,,,,,159.27,,PRUNED,1
34,CMAES,0.20566722,14:50.7,17:24.7,0 days 00:02:33.974607,,MLP,,EMD,0.2,WAVE,,,,0.037517387,,1,,0.8,,,,,,,,151.55,,PRUNED,1
35,CMAES,0.89507,17:24.7,19:55.0,0 days 00:02:30.243182,,KNN,,WPD,,WAVE,,euclidean,15,,,,,0.9,,,,0.75,db6,60474.32,1.79,148.29,0.044129391,COMPLETE,1
36,CMAES,0.104552621,19:55.0,19:56.1,0 days 00:00:01.092659,2.60101312,SVM,,EMD,0.3,STAT,,,,,,,,0.65,,,linear,,,,,0.77,,PRUNED,1
37,CMAES,0.392156989,19:56.1,19:57.8,0 days 00:00:01.686576,,LR,,EMD,0.5,COV,,,,,0.784478973,,,0.7,,,,,,,,1.27,,PRUNED,1
38,CMAES,0.346964085,19:57.8,20:47.2,0 days 00:00:49.370798,,MLP,,EMD,0.75,STAT,,,,0.003186239,,179,,0.6,,,,,,,,0.9,,PRUNED,1
39,CMAES,0.455977051,20:47.2,23:15.6,0 days 00:02:28.430755,,KNN,,WPD,,WAVE,,minkowski,17,,,,,0.6,,,,0.7,db6,,,147.63,,PRUNED,1
40,CMAES,0.310561867,23:15.6,25:16.0,0 days 00:02:00.329629,,RF,,WPD,,STAT,,,,,,,,0.85,410,242,,0.45,db6,,,113.98,,PRUNED,1
41,CMAES,0.65326,25:16.0,25:36.9,0 days 00:00:20.984580,,RF,,NONE,,COV,,,,,,,,0.65,210,212,,,,61429.17,19.46,1.3,0.035392532,COMPLETE,1
42,CMAES,0.76829,25:37.0,28:08.9,0 days 00:02:31.908267,,RF,,EMD,0.45,WAVE,,,,,,,,0.85,10,72,,,,61592.57,4.4,147.37,0.043775101,COMPLETE,1
43,CMAES,0.271869966,28:08.9,29:06.0,0 days 00:00:57.152232,,RF,,EMD,0.65,FRAC,29,,,,,,,0.7,10,112,,,,,,55.64,,PRUNED,1
44,CMAES,-0.05158195,29:06.1,32:14.0,0 days 00:03:07.993489,1.003832446,SVM,,WPD,,WAVE,,,,,,,,0.95,,,rbf,0.65,coif1,,,179.05,,PRUNED,1
45,CMAES,0.407171665,32:14.1,33:12.6,0 days 00:00:58.510490,,MLP,,NONE,,STAT,,,,0.001347349,,304,,0.8,,,,,,,,0.64,,PRUNED,1
46,CMAES,0.328570443,33:12.6,35:40.2,0 days 00:02:27.585350,0.005033806,SVM,,EMD,0.05,WAVE,,,,,,,,0.9,,,linear,,,,,147.21,,PRUNED,1
47,CMAES,0.282395902,35:40.2,36:32.3,0 days 00:00:52.151915,,RF,,EMD,0.6,FRAC,16,,,,,,,1,1010,12,,,,,,51.36,,PRUNED,1
48,CMAES,0.365838811,36:32.4,38:56.8,0 days 00:02:24.420761,,KNN,14,EMD,0.5,ENT,,minkowski,4,,,,5,0.75,,,,,,,,144.02,,PRUNED,1
49,CMAES,0.034916385,38:56.8,41:18.5,0 days 00:02:21.756648,,KNN,4,EMD,0.8,ENT,,manhattan,2,,,,4,0.55,,,,,,,,141.03,,PRUNED,1
50,CMAES,0.200387231,41:18.6,42:37.8,0 days 00:01:19.208710,,LR,,WPD,,STAT,,,,,0.69965322,,,0.95,,,,0.35,db6,,,78.92,,PRUNED,1
51,CMAES,0.393692543,42:37.8,43:31.4,0 days 00:00:53.573761,,MLP,,EMD,0.4,STAT,,,,0.002976716,,208,,0.55,,,,,,,,0.99,,PRUNED,1
52,CMAES,0.501481386,43:31.4,43:40.5,0 days 00:00:09.157247,,RF,,EMD,0.9,COV,,,,,,,,0.65,310,242,,,,,,1.74,,PRUNED,1
53,CMAES,0.301374941,43:40.5,46:15.1,0 days 00:02:34.533613,,RF,7,WPD,,ENT,,,,,,,7,0.55,310,52,,0.45,db4,,,153.51,,PRUNED,1
54,CMAES,0.335452604,46:15.1,47:00.4,0 days 00:00:45.279516,1.611056546,SVM,,WPD,,COV,,,,,,,,0.9,,,rbf,0.35,db4,,,1.28,,PRUNED,1
55,CMAES,0.066856137,47:00.4,47:01.2,0 days 00:00:00.768766,,LR,,EMD,0.85,STAT,,,,,0.13059762,,,0.5,,,,,,,,0.59,,PRUNED,1
56,CMAES,0.307932981,47:01.2,49:36.5,0 days 00:02:35.322619,,RF,9,EMD,0.3,ENT,,,,,,,8,0.75,910,192,,,,,,152.93,,PRUNED,1
57,CMAES,0.12880479,49:36.5,49:37.8,0 days 00:00:01.290886,,KNN,,NONE,,FRAC,31,euclidean,16,,,,,0.5,,,,,,,,0.41,,PRUNED,1
58,CMAES,0.315890359,49:37.8,52:17.8,0 days 00:02:40.033644,,RF,1,NONE,,ENT,,,,,,,7,0.8,210,12,,,,,,159.2,,PRUNED,1
59,CMAES,0.82078,52:17.8,52:20.1,0 days 00:00:02.292763,,KNN,,NONE,,WAVE,,manhattan,14,,,,,0.8,,,,,,63237.02,1.45,0.67,0.035756359,COMPLETE,1
60,CMAES,0.086358224,52:20.2,54:37.4,0 days 00:02:17.268612,,LR,6,EMD,0.25,ENT,,,,,0.904112576,,3,0.9,,,,,,,,136.99,,PRUNED,1
61,CMAES,0.068702533,54:37.4,54:38.3,0 days 00:00:00.903926,0.001497574,SVM,,WPD,,STAT,,,,,,,,0.5,,,linear,0.45,db4,,,0.7,,PRUNED,1
62,CMAES,0.89211,54:38.4,54:41.1,0 days 00:00:02.745794,,KNN,,EMD,0.2,WAVE,,euclidean,4,,,,,0.95,,,,,,63339.23,1.92,0.66,0.047003527,COMPLETE,1
63,CMAES,0.335175214,54:41.1,57:34.0,0 days 00:02:52.920155,,MLP,,WPD,,COV,,,,0.00550315,,1,,0.55,,,,0.95,db4,,,168.22,,PRUNED,1
64,CMAES,0.76953,57:34.1,57:37.6,0 days 00:00:03.533182,,KNN,,NONE,,COV,,minkowski,20,,,,,0.65,,,,,,64154.89,2.04,1.25,0.036946545,COMPLETE,1
65,CMAES,0.29616806,57:37.6,58:32.0,0 days 00:00:54.407749,,RF,,EMD,0.5,FRAC,11,,,,,,,0.65,410,282,,,,,,51.64,,PRUNED,1
66,CMAES,-0.00114194,58:32.0,59:27.9,0 days 00:00:55.827332,,MLP,,EMD,0.8,FRAC,11,,,0.00831598,,224,,0.5,,,,,,,,52.79,,PRUNED,1
67,CMAES,0.014977141,59:27.9,01:53.4,0 days 00:02:25.504536,,MLP,14,EMD,0.85,ENT,,,,0.002344045,,2,8,0.6,,,,,,,,144.27,,PRUNED,1
68,CMAES,0.36497128,01:53.4,04:16.4,0 days 00:02:23.009178,,MLP,,WPD,,STAT,,,,0.019505487,,120,,0.7,,,,0.5,sym9,,,117.48,,PRUNED,1
69,CMAES,0.89312,04:16.4,04:20.7,0 days 00:00:04.306212,,KNN,,NONE,,WAVE,,euclidean,5,,,,,1,,,,,,64988.37,3.48,0.55,0.033289919,COMPLETE,1
70,CMAES,0.69228,04:20.7,06:51.8,0 days 00:02:31.090136,,KNN,,EMD,0.75,WAVE,,manhattan,19,,,,,0.8,,,,,,65148.41,1.2,149.75,0.043308754,COMPLETE,1
71,CMAES,0.187393618,06:51.8,07:50.1,0 days 00:00:58.241584,,MLP,,WPD,,FRAC,7,,,0.033885219,,293,,0.65,,,,1,db4,,,51.92,,PRUNED,1
72,CMAES,0.224723244,07:50.1,07:58.0,0 days 00:00:07.868528,,MLP,,WPD,,STAT,,,,0.003652604,,12,,0.5,,,,0.8,sym9,,,0.69,,PRUNED,1
73,CMAES,0.19386862,07:58.0,07:58.8,0 days 00:00:00.862222,,LR,,NONE,,STAT,,,,,0.334342977,,,0.9,,,,,,,,0.55,,PRUNED,1
74,CMAES,-0.039368315,07:58.8,08:05.3,0 days 00:00:06.463935,0.000189886,SVM,,NONE,,WAVE,,,,,,,,0.65,,,sigmoid,,,,,0.62,,PRUNED,1
75,CMAES,0.5966,08:05.3,08:58.1,0 days 00:00:52.769410,,KNN,,NONE,,FRAC,8,minkowski,6,,,,,1,,,,,,65334.34,1.15,51.43,0.04530241,COMPLETE,1
76,CMAES,0.166629427,08:58.1,11:30.1,0 days 00:02:31.943549,,MLP,,EMD,0.9,WAVE,,,,0.010774495,,1,,0.8,,,,,,,,149.43,,PRUNED,1
77,CMAES,-0.003830919,11:30.1,12:26.7,0 days 00:00:56.662098,0.325548104,SVM,,EMD,0.3,FRAC,7,,,,,,,0.7,,,rbf,,,,,52.82,,PRUNED,1
78,CMAES,0.090707347,12:26.7,12:27.5,0 days 00:00:00.762005,,LR,,NONE,,WAVE,,,,,0.963921376,,,0.75,,,,,,,,0.58,,PRUNED,1
79,CMAES,0.272440782,12:27.5,12:30.3,0 days 00:00:02.729311,,RF,,NONE,,WAVE,,,,,,,,0.6,1010,212,,,,,,0.57,,PRUNED,1
80,CMAES,0.251734899,12:30.3,15:01.9,0 days 00:02:31.613554,,KNN,,WPD,,WAVE,,minkowski,1,,,,,0.55,,,,0.25,coif1,,,150.92,,PRUNED,1
81,CMAES,0.133881959,15:01.9,15:03.3,0 days 00:00:01.438536,1.071333441,SVM,,EMD,0.9,STAT,,,,,,,,0.9,,,linear,,,,,0.62,,PRUNED,1
82,CMAES,0.156917497,15:03.3,15:59.8,0 days 00:00:56.474386,,MLP,,WPD,,FRAC,24,,,0.081381278,,28,,0.6,,,,0.8,coif1,,,54.6,,PRUNED,1
83,CMAES,0.410585995,15:59.8,18:41.1,0 days 00:02:41.237778,,MLP,9,EMD,0.35,ENT,,,,0.00376681,,87,6,0.7,,,,,,,,151.07,,PRUNED,1
84,CMAES,0.413352077,18:41.1,19:27.2,0 days 00:00:46.114475,,MLP,,EMD,0.45,STAT,,,,0.016557846,,451,,0.5,,,,,,,,0.59,,PRUNED,1
85,CMAES,0.105908976,19:27.2,21:51.9,0 days 00:02:24.672490,,LR,12,WPD,,ENT,,,,,0.8950973,,5,0.55,,,,0.2,coif1,,,144.53,,PRUNED,1
86,CMAES,0.64223,21:51.9,22:17.0,0 days 00:00:25.074697,,RF,,NONE,,COV,,,,,,,,0.85,210,182,,,,66052.85,23.65,1.13,0.034031162,COMPLETE,1
87,CMAES,0.210641002,22:17.0,22:18.5,0 days 00:00:01.551969,,LR,,NONE,,STAT,,,,,0.613588672,,,1,,,,,,,,0.48,,PRUNED,1
88,CMAES,0.250251705,22:18.5,24:47.9,0 days 00:02:29.332018,,LR,,WPD,,WAVE,,,,,0.090500675,,,0.8,,,,0.8,coif1,,,149.13,,PRUNED,1
89,CMAES,0.487242898,24:47.9,24:53.5,0 days 00:00:05.608011,,MLP,,NONE,,WAVE,,,,0.073941965,,3,,1,,,,,,,,0.52,,PRUNED,1
