Trial_Number,Sampler,Objective_Value,datetime_start,datetime_complete,Duration,SVM_C,Classifier,Entropy_Delay,Denoiser,EMD_Threshold,Feature,HFD_Kmax,KNN_Metric,KNN_Neighbors,MLP_Learning_Rate,LR_C,MLP_Units,Entropy_Order,PCA_param,RF_MinSamplesSplit,RF_Estimators,SVM_Kernel,WPD_Threshold,WPD_Wavelet,Cache_Size,Classification_Time,SignalProcessing_Time,HPOptimization_Time,State,Random_Seed
149,CMAES,0.55962,56:29.7,01:18.9,0 days 00:04:49.203134,,KNN,,WPD,,WAVE,,euclidean,7,,,,,0.6,,,,0.85,sym9,112618.48,4.23,284.72,0.041523952,COMPLETE,42
150,CMAES,0.008134432,01:18.9,03:04.5,0 days 00:01:45.537863,,LR,,EMD,0.55,FRAC,4,,,,0.416624172,,,0.5,,,,,,,,105.22,,PRUNED,42
151,CMAES,0,03:04.5,07:36.3,0 days 00:04:31.789882,,MLP,6,EMD,0.85,ENT,,,,0.026622122,,5,3,0.65,,,,,,,,268.96,,PRUNED,42
152,CMAES,0.053250643,07:36.3,07:54.9,0 days 00:00:18.611424,,MLP,,NONE,,STAT,,,,0.003393535,,1,,1,,,,,,,,0.78,,PRUNED,42
153,CMAES,0.171863197,07:54.9,08:18.1,0 days 00:00:23.147975,,KNN,,NONE,,STAT,,manhattan,14,,,,,1,,,,,,,,0.78,,PRUNED,42
154,CMAES,0.033456527,08:18.1,18:35.7,0 days 00:10:17.628885,0.470131835,SVM,,EMD,0.05,COV,,,,,,,,0.9,,,sigmoid,,,,,257.03,,PRUNED,42
155,CMAES,0.152261703,18:35.7,25:19.7,0 days 00:06:43.971499,,MLP,11,WPD,,ENT,,,,0.006210225,,23,8,0.9,,,,0.3,sym9,,,372.67,,PRUNED,42
156,CMAES,0.03524388,25:19.7,30:11.8,0 days 00:04:52.090240,0.004680043,SVM,,EMD,0.8,WAVE,,,,,,,,0.8,,,linear,,,,,291.34,,PRUNED,42
157,CMAES,0.030107327,30:11.8,31:51.5,0 days 00:01:39.681448,,LR,,NONE,,FRAC,12,,,,0.277924991,,,0.55,,,,,,,,99.3,,PRUNED,42
158,CMAES,0.358865186,31:51.5,31:54.1,0 days 00:00:02.630830,,KNN,,WPD,,WAVE,,euclidean,5,,,,,0.6,,,,0.1,sym9,,,1.41,,PRUNED,42
159,CMAES,0.57948,31:54.1,32:00.7,0 days 00:00:06.612001,,KNN,,EMD,0.15,WAVE,,minkowski,6,,,,,0.65,,,,,,112684.83,3.64,2.71,0.044362087,COMPLETE,42
160,CMAES,0.225362196,32:00.8,35:44.4,0 days 00:03:43.611752,,RF,,WPD,,STAT,,,,,,,,1,910,122,,0.05,coif1,,,213.72,,PRUNED,42
161,CMAES,0.054810102,35:44.4,35:53.0,0 days 00:00:08.564946,,MLP,,NONE,,STAT,,,,0.00250346,,1,,0.85,,,,,,,,1.15,,PRUNED,42
162,CMAES,-0.006817081,35:53.0,46:07.8,0 days 00:10:14.867353,1.557611587,SVM,,EMD,0.55,WAVE,,,,,,,,1,,,sigmoid,,,,,289.03,,PRUNED,42
163,CMAES,0.072094877,46:07.8,50:54.4,0 days 00:04:46.581089,,LR,10,NONE,,ENT,,,,,0.787408288,,5,0.85,,,,,,,,285.85,,PRUNED,42
164,CMAES,0.016277461,50:54.4,55:48.1,0 days 00:04:53.696784,,LR,,WPD,,WAVE,,,,,0.49114662,,,0.5,,,,0.7,db6,,,293.34,,PRUNED,42
165,CMAES,0.133269667,55:48.2,57:31.2,0 days 00:01:43.020456,,KNN,,EMD,0.8,FRAC,14,minkowski,11,,,,,0.75,,,,,,,,101.44,,PRUNED,42
166,CMAES,0.123384721,57:31.2,02:22.5,0 days 00:04:51.331545,,LR,,WPD,,WAVE,,,,,0.837924584,,,0.85,,,,0.2,db6,,,290.05,,PRUNED,42
167,CMAES,0.232148346,02:22.5,06:52.8,0 days 00:04:30.289056,,KNN,8,NONE,,ENT,,manhattan,18,,,,3,0.55,,,,,,,,268.98,,PRUNED,42
168,CMAES,0.004951439,06:52.8,08:34.9,0 days 00:01:42.023497,,LR,,EMD,0.55,FRAC,18,,,,0.171776738,,,0.85,,,,,,,,101.54,,PRUNED,42
169,CMAES,0.427045504,08:34.9,13:41.9,0 days 00:05:07.004326,,MLP,,EMD,0.8,COV,,,,0.001087046,,9,,0.75,,,,,,,,250.57,,PRUNED,42
170,CMAES,0.161983254,13:41.9,18:59.4,0 days 00:05:17.477556,,MLP,13,NONE,,ENT,,,,0.007990763,,121,3,0.65,,,,,,,,268.73,,PRUNED,42
171,CMAES,0.081814444,18:59.4,23:52.8,0 days 00:04:53.391685,,MLP,,EMD,0.85,WAVE,,,,0.00563557,,1,,0.85,,,,,,,,287.96,,PRUNED,42
172,CMAES,0.108097486,23:52.8,25:33.0,0 days 00:01:40.214502,,RF,,WPD,,FRAC,4,,,,,,,0.5,710,62,,0.55,coif1,,,99.23,,PRUNED,42
173,CMAES,0.306930313,25:33.0,25:37.9,0 days 00:00:04.927335,,LR,,NONE,,COV,,,,,0.908237666,,,0.9,,,,,,,,2.2,,PRUNED,42
174,CMAES,0.145413102,25:37.9,28:08.7,0 days 00:02:30.735855,,KNN,,EMD,0.1,STAT,,euclidean,9,,,,,0.6,,,,,,,,149.18,,PRUNED,42
175,CMAES,0.73286,28:08.7,28:19.7,0 days 00:00:11.059334,,KNN,,NONE,,COV,,minkowski,5,,,,,0.85,,,,,,114247.24,8.78,1.83,0.034067879,COMPLETE,42
176,CMAES,0.076430666,28:19.8,33:17.7,0 days 00:04:57.985563,,MLP,,EMD,0.35,WAVE,,,,0.021562285,,1,,0.8,,,,,,,,292.28,,PRUNED,42
177,CMAES,0.394538762,33:17.8,37:51.5,0 days 00:04:33.713988,,MLP,,EMD,1,COV,,,,0.052005173,,134,,0.9,,,,,,,,249.18,,PRUNED,42
178,CMAES,0.085330657,37:51.5,37:52.6,0 days 00:00:01.127519,,LR,,NONE,,FRAC,3,,,,0.762326394,,,0.8,,,,,,,,0.39,,PRUNED,42
179,CMAES,0.241783494,37:52.6,42:39.4,0 days 00:04:46.737644,,KNN,15,EMD,0.25,ENT,,euclidean,19,,,,8,0.8,,,,,,,,285.18,,PRUNED,42
180,CMAES,-0.022690613,42:39.4,50:25.0,0 days 00:07:45.582914,0.175063168,SVM,3,WPD,,ENT,,,,,,,7,0.85,,,sigmoid,0.7,coif1,,,381.9,,PRUNED,42
181,CMAES,0.262303038,50:25.0,52:26.6,0 days 00:02:01.630531,,MLP,,WPD,,FRAC,25,,,0.015334879,,28,,1,,,,0.1,db4,,,105.94,,PRUNED,42
182,CMAES,0.330277731,52:26.6,52:39.2,0 days 00:00:12.632848,,RF,,WPD,,WAVE,,,,,,,,0.8,510,302,,1,db6,,,3.22,,PRUNED,42
183,CMAES,0.52261,52:39.3,52:55.1,0 days 00:00:15.886329,,KNN,,NONE,,COV,,euclidean,16,,,,,1,,,,,,111889.03,13.34,2.07,0.03895689,COMPLETE,42
184,CMAES,0.098302496,52:55.2,57:40.0,0 days 00:04:44.795907,,RF,9,EMD,0.5,ENT,,,,,,,4,0.95,10,42,,,,,,280.5,,PRUNED,42
185,CMAES,0.191389087,57:40.0,57:48.7,0 days 00:00:08.736072,,MLP,,EMD,0.6,WAVE,,,,0.028184618,,12,,0.7,,,,,,,,1.78,,PRUNED,42
186,CMAES,0.400670954,57:48.7,58:34.5,0 days 00:00:45.739148,,MLP,,NONE,,FRAC,35,,,0.005282111,,167,,0.75,,,,,,,,0.35,,PRUNED,42
187,CMAES,0.118301835,58:34.5,00:16.3,0 days 00:01:41.815157,,MLP,,NONE,,FRAC,7,,,0.021053995,,7,,0.8,,,,,,,,97.19,,PRUNED,42
188,CMAES,0.218748822,00:16.3,05:25.6,0 days 00:05:09.312803,,KNN,4,EMD,0.2,ENT,,manhattan,2,,,,6,0.7,,,,,,,,308.05,,PRUNED,42
189,CMAES,0.80124,05:25.6,11:29.0,0 days 00:06:03.421187,,KNN,,WPD,,WAVE,,manhattan,19,,,,,0.75,,,,0.8,sym9,110406.94,2.68,360.55,0.054478436,COMPLETE,42
190,CMAES,0.24045191,11:29.1,16:58.4,0 days 00:05:29.343439,,LR,,WPD,,COV,,,,,0.910614657,,,0.8,,,,0.6,db6,,,327.6,,PRUNED,42
191,CMAES,-0.001341346,16:58.4,23:48.0,0 days 00:06:49.598523,0.009129939,SVM,1,WPD,,ENT,,,,,,,2,0.9,,,sigmoid,0.4,db4,,,323.39,,PRUNED,42
192,CMAES,0.373354821,23:48.0,25:40.4,0 days 00:01:52.375809,,KNN,,EMD,0.3,FRAC,39,euclidean,19,,,,,0.95,,,,,,,,110.67,,PRUNED,42
193,CMAES,0.216707887,25:40.4,25:43.9,0 days 00:00:03.532905,,LR,,WPD,,COV,,,,,0.372571681,,,0.6,,,,0.6,db6,,,2.39,,PRUNED,42
194,CMAES,0.157906914,25:44.0,31:06.4,0 days 00:05:22.485150,,RF,5,WPD,,ENT,,,,,,,8,0.5,210,2,,0.9,db4,,,321.67,,PRUNED,42
195,CMAES,0.07489557,31:06.5,32:49.9,0 days 00:01:43.429460,,KNN,,EMD,0.95,FRAC,15,minkowski,9,,,,,0.8,,,,,,,,101.49,,PRUNED,42
196,CMAES,0.358812555,32:49.9,34:46.9,0 days 00:01:56.980581,,RF,,NONE,,FRAC,40,,,,,,,0.8,110,142,,,,,,111.39,,PRUNED,42
197,CMAES,0,34:46.9,34:56.3,0 days 00:00:09.428951,,MLP,,NONE,,STAT,,,,0.08698558,,3,,1,,,,,,,,1.23,,PRUNED,42
198,CMAES,0.393731217,34:56.3,39:32.8,0 days 00:04:36.452849,,MLP,,EMD,0.85,COV,,,,0.005310307,,6,,0.75,,,,,,,,249.6,,PRUNED,42
199,CMAES,0.161943221,39:32.8,40:04.3,0 days 00:00:31.528374,0.000391939,SVM,,EMD,0.05,WAVE,,,,,,,,1,,,linear,,,,,1.24,,PRUNED,42
0,QMC,0.2715,24:30.2,29:52.7,0 days 00:05:22.462864,,KNN,2,WPD,,ENT,,minkowski,2,,,,7,1,,,,0.5,coif1,120771.04,2.77,319.16,0.062744179,COMPLETE,0
1,QMC,0.16685,29:52.7,30:01.6,0 days 00:00:08.868333,,RF,,NONE,,FRAC,16,,,,,,,0.5,710,292,,,,108877.33,8.16,0.53,0.058871288,COMPLETE,0
2,QMC,0.16296,30:01.6,35:25.3,0 days 00:05:23.704699,,MLP,,WPD,,COV,,,,0.002101934,,2,,0.75,,,,0.5,db6,109654.76,57.71,265.72,0.043989201,COMPLETE,0
3,QMC,0.08193,35:25.3,37:17.8,0 days 00:01:52.462586,,LR,,NONE,,FRAC,30,,,,0.604885035,,,0.9,,,,,,108999.83,2.23,110.07,0.033277044,COMPLETE,0
4,QMC,0.28928,37:17.8,40:08.3,0 days 00:02:50.516553,,KNN,,WPD,,FRAC,9,manhattan,15,,,,,0.6,,,,0.75,coif1,109637.32,5.37,164.99,0.072134304,COMPLETE,0
5,QMC,0.16024,40:08.3,45:49.1,0 days 00:05:40.817323,,RF,6,NONE,,ENT,,,,,,,8,0.7,410,292,,,,108957.07,18.65,322,0.054900436,COMPLETE,0
6,QMC,0.09205931,45:49.2,50:47.3,0 days 00:04:58.172752,,MLP,14,EMD,0.05,ENT,,,,0.016322491,,9,4,0.95,,,,,,,,282.61,,PRUNED,0
7,QMC,0.149426094,50:47.3,54:50.6,0 days 00:04:03.274463,,RF,,WPD,,STAT,,,,,,,,0.8,410,272,,0.9,sym9,,,229.28,,PRUNED,0
8,QMC,-0.026351783,54:50.6,58:47.6,0 days 00:03:57.000619,0.000221735,SVM,,WPD,,STAT,,,,,,,,0.55,,,sigmoid,0.4,sym9,,,157.01,,PRUNED,0
9,QMC,0.165731282,58:47.6,04:41.3,0 days 00:05:53.648348,,RF,9,WPD,,ENT,,,,,,,5,0.6,610,52,,0.95,coif1,,,351.99,,PRUNED,0
10,QMC,0.37634,04:41.3,10:15.8,0 days 00:05:34.457895,,KNN,1,NONE,,ENT,,minkowski,17,,,,8,0.85,,,,,,111517.97,1.85,332.4,0.055333166,COMPLETE,0
11,QMC,0.089844128,10:15.8,14:49.2,0 days 00:04:33.451551,,KNN,5,EMD,0.6,ENT,,euclidean,2,,,,3,1,,,,,,,,271.51,,PRUNED,0
12,QMC,0.022156243,14:49.2,15:52.1,0 days 00:01:02.832979,0.038994519,SVM,,NONE,,FRAC,16,,,,,,,0.7,,,sigmoid,,,,,0.39,,PRUNED,0
13,QMC,0.039654956,15:52.1,15:55.8,0 days 00:00:03.738173,0.00599879,SVM,,NONE,,STAT,,,,,,,,0.65,,,linear,,,,,1.31,,PRUNED,0
14,QMC,-0.003331485,15:55.8,26:24.9,0 days 00:10:29.058149,0.08551668,SVM,,EMD,0.9,COV,,,,,,,,0.9,,,sigmoid,,,,,260.79,,PRUNED,0
15,QMC,0.079171322,26:24.9,26:30.3,0 days 00:00:05.420083,0.000550433,SVM,,WPD,,STAT,,,,,,,,0.8,,,linear,0.1,db4,,,1.27,,PRUNED,0
16,QMC,0.136736821,26:30.3,31:31.5,0 days 00:05:01.111743,,KNN,,WPD,,WAVE,,minkowski,19,,,,,0.5,,,,0.6,sym9,,,299.93,,PRUNED,0
17,QMC,0.016733044,31:31.5,31:33.4,0 days 00:00:01.879170,,LR,,WPD,,WAVE,,,,,0.683313007,,,0.55,,,,0.5,db6,,,1.44,,PRUNED,0
18,QMC,0.29843,31:33.4,37:15.0,0 days 00:05:41.591607,,MLP,,EMD,0.55,STAT,,,,0.001425322,,128,,0.8,,,,,,112116.12,332.57,8.78,0.042496462,COMPLETE,0
19,QMC,0.093152129,37:15.0,37:17.2,0 days 00:00:02.238173,,LR,,NONE,,STAT,,,,,0.187212179,,,0.95,,,,,,,,1.17,,PRUNED,0
20,QMC,-0.004757165,37:17.2,42:04.4,0 days 00:04:47.172191,,MLP,1,EMD,0.8,ENT,,,,0.002094487,,3,4,0.65,,,,,,,,284.23,,PRUNED,0
21,QMC,0.57168,42:04.4,42:15.4,0 days 00:00:10.975255,,KNN,,EMD,0.85,WAVE,,manhattan,2,,,,,0.75,,,,,,108996.13,8.89,1.91,0.044903536,COMPLETE,0
22,QMC,0.064196842,42:15.4,48:29.1,0 days 00:06:13.663883,0.001457876,SVM,10,WPD,,ENT,,,,,,,7,1,,,linear,0.35,db6,,,369.96,,PRUNED,0
23,QMC,0.37484,48:29.1,52:06.9,0 days 00:03:37.773667,,MLP,,EMD,0.25,FRAC,27,,,0.003773957,,114,,0.85,,,,,,109803.35,109.08,108.5,0.054999619,COMPLETE,0
24,QMC,0.238444656,52:06.9,55:10.8,0 days 00:03:03.880256,,RF,,WPD,,FRAC,40,,,,,,,0.6,810,102,,0.1,db6,,,181.84,,PRUNED,0
25,QMC,0.043504429,55:10.8,00:12.6,0 days 00:05:01.823027,,MLP,13,NONE,,ENT,,,,0.007917413,,2,7,0.55,,,,,,,,296.32,,PRUNED,0
26,QMC,0.094407235,00:12.6,04:58.5,0 days 00:04:45.916571,,MLP,,WPD,,COV,,,,0.003851129,,1,,0.85,,,,0.05,db4,,,263.98,,PRUNED,0
27,QMC,0.51776,04:58.5,06:50.0,0 days 00:01:51.436153,,KNN,,NONE,,FRAC,22,euclidean,9,,,,,0.95,,,,,,110738.54,4.3,106.91,0.044704456,COMPLETE,0
28,QMC,0.005320615,06:50.0,08:25.4,0 days 00:01:35.418896,0.001058323,SVM,,NONE,,STAT,,,,,,,,0.7,,,sigmoid,,,,,1.12,,PRUNED,0
29,QMC,0.036610337,08:25.4,12:58.2,0 days 00:04:32.818045,,LR,11,EMD,0.25,ENT,,,,,0.279140041,,3,0.65,,,,,,,,272.32,,PRUNED,0
30,QMC,-0.000186154,12:58.2,19:03.1,0 days 00:06:04.903832,0.035402667,SVM,,NONE,,COV,,,,,,,,0.9,,,rbf,,,,,2,,PRUNED,0
31,QMC,0.155798039,19:03.2,24:07.6,0 days 00:05:04.425098,,RF,8,NONE,,ENT,,,,,,,5,0.75,510,282,,,,,,295.63,,PRUNED,0
32,QMC,0.049887528,24:07.6,28:57.4,0 days 00:04:49.752486,,LR,15,NONE,,ENT,,,,,0.160314443,,8,0.5,,,,,,,,289.33,,PRUNED,0
33,QMC,0.20883545,28:57.4,31:40.4,0 days 00:02:43.015581,,KNN,,EMD,0.5,STAT,,manhattan,6,,,,,0.5,,,,,,,,160.5,,PRUNED,0
34,QMC,0.35318,31:40.4,36:32.4,0 days 00:04:51.972856,,RF,,WPD,,COV,,,,,,,,0.8,1010,102,,0.25,db4,110716.27,26.65,264.99,0.042438288,COMPLETE,0
35,QMC,0.120610279,36:32.4,41:26.4,0 days 00:04:54.009649,,KNN,14,NONE,,ENT,,minkowski,1,,,,7,0.9,,,,,,,,292.95,,PRUNED,0
36,QMC,0.034104225,41:26.4,47:05.3,0 days 00:05:38.867229,0.26587175,SVM,6,NONE,,ENT,,,,,,,4,0.65,,,rbf,,,,,289.21,,PRUNED,0
37,QMC,-0.013681358,47:05.3,55:18.4,0 days 00:08:13.162399,0.002271226,SVM,,WPD,,COV,,,,,,,,0.7,,,sigmoid,0.1,sym9,,,268.19,,PRUNED,0
38,QMC,0.113860932,55:18.5,59:01.6,0 days 00:03:43.164673,,LR,,WPD,,STAT,,,,,0.10987348,,,1,,,,0.6,db4,,,218.95,,PRUNED,0
39,QMC,0.07792352,59:01.6,02:44.4,0 days 00:03:42.762531,,RF,,WPD,,STAT,,,,,,,,0.85,10,22,,0.35,coif1,,,219.53,,PRUNED,0
40,QMC,0.57441,02:44.4,14:51.1,0 days 00:12:06.728862,,MLP,,WPD,,COV,,,,0.001142629,,309,,0.55,,,,0.85,db6,113875.53,398.81,327.41,0.205246468,COMPLETE,0
41,QMC,0.11653454,14:51.2,17:31.4,0 days 00:02:40.256039,,KNN,,EMD,0.2,STAT,,manhattan,2,,,,,0.6,,,,,,,,157.19,,PRUNED,0
42,QMC,0.6155,17:31.4,17:42.2,0 days 00:00:10.788388,,KNN,,NONE,,COV,,minkowski,12,,,,,0.9,,,,,,109586.28,8.48,1.98,0.031531582,COMPLETE,0
43,QMC,0.253958071,17:42.2,19:34.0,0 days 00:01:51.741007,,KNN,,EMD,0.5,FRAC,21,manhattan,7,,,,,1,,,,,,,,105.68,,PRUNED,0
44,QMC,0.246946696,19:34.0,25:04.8,0 days 00:05:30.808818,,LR,,WPD,,COV,,,,,0.246632284,,,0.75,,,,0.55,coif1,,,329.2,,PRUNED,0
45,QMC,0.43409,25:04.8,25:14.9,0 days 00:00:10.110228,,RF,,EMD,0.65,WAVE,,,,,,,,0.65,310,232,,,,110663.63,8.22,1.68,0.043974895,COMPLETE,0
46,QMC,0.58069,25:14.9,27:10.8,0 days 00:01:55.895555,,KNN,,WPD,,FRAC,30,euclidean,20,,,,,0.95,,,,0.4,db6,109052.19,4.53,111.18,0.064987698,COMPLETE,0
47,QMC,0.087455355,27:10.8,30:53.2,0 days 00:03:42.357185,,LR,,WPD,,STAT,,,,,0.733315805,,,0.8,,,,0.65,db4,,,221.51,,PRUNED,0
48,QMC,0.037350562,30:53.2,33:32.0,0 days 00:02:38.789712,0.100245374,SVM,,EMD,0.9,STAT,,,,,,,,0.55,,,linear,,,,,156.93,,PRUNED,0
49,QMC,-0.004433813,33:32.0,37:05.9,0 days 00:03:33.874269,0.077365462,SVM,,WPD,,STAT,,,,,,,,0.5,,,rbf,0.8,db4,,,157.65,,PRUNED,0
50,QMC,0.26333802,37:05.9,38:48.6,0 days 00:01:42.711895,,RF,,WPD,,FRAC,6,,,,,,,0.8,910,12,,0.3,db6,,,101.83,,PRUNED,0
51,QMC,0.58415,38:48.6,39:04.3,0 days 00:00:15.701523,,KNN,,NONE,,COV,,euclidean,10,,,,,0.95,,,,,,111178.01,12.41,2.7,0.032886515,COMPLETE,0
52,QMC,0.080695794,39:04.3,42:49.3,0 days 00:03:44.937729,1.173277412,SVM,,NONE,,COV,,,,,,,,0.65,,,rbf,,,,,1.75,,PRUNED,0
53,QMC,0.095037461,42:49.3,44:33.0,0 days 00:01:43.689352,,KNN,,EMD,0.9,FRAC,10,minkowski,8,,,,,0.7,,,,,,,,101.91,,PRUNED,0
54,QMC,0.209305153,44:33.0,53:17.2,0 days 00:08:44.165504,,MLP,,EMD,0.55,FRAC,13,,,0.002480384,,512,,1,,,,,,,,102.1,,PRUNED,0
55,QMC,0.42661,53:17.2,53:19.5,0 days 00:00:02.331570,,KNN,,NONE,,FRAC,30,minkowski,3,,,,,0.85,,,,,,109372.88,1.75,0.39,0.040698547,COMPLETE,0
56,QMC,0.371271504,53:19.5,53:26.9,0 days 00:00:07.345678,,RF,,NONE,,COV,,,,,,,,0.6,1010,62,,,,,,1.73,,PRUNED,0
57,QMC,0.007322387,53:26.9,55:58.9,0 days 00:02:32.018319,5.529699176,SVM,,EMD,0.2,FRAC,40,,,,,,,0.55,,,rbf,,,,,115.34,,PRUNED,0
58,QMC,0.278363075,55:58.9,00:45.2,0 days 00:04:46.307147,,RF,,WPD,,COV,,,,,,,,0.85,810,192,,0.75,db4,,,266.83,,PRUNED,0
59,QMC,0.01581436,00:45.2,03:56.9,0 days 00:03:11.684797,0.012393225,SVM,,WPD,,FRAC,7,,,,,,,0.95,,,sigmoid,0.5,coif1,,,102,,PRUNED,0
60,QMC,0.141171359,03:56.9,10:14.1,0 days 00:06:17.204073,,MLP,12,WPD,,ENT,,,,0.052752861,,409,6,0.7,,,,1,db4,,,353.11,,PRUNED,0
61,QMC,0.89833,10:14.1,14:32.8,0 days 00:04:18.631332,,KNN,,EMD,0.8,COV,,minkowski,1,,,,,0.6,,,,,,111682.14,3.77,254.52,0.045608301,COMPLETE,0
62,QMC,0.081558487,14:32.8,14:35.2,0 days 00:00:02.443767,,LR,,EMD,0.6,STAT,,,,,0.816382669,,,0.9,,,,,,,,1.54,,PRUNED,0
63,QMC,0.45345,14:35.3,23:06.4,0 days 00:08:31.102177,,MLP,,WPD,,COV,,,,0.00364518,,42,,0.75,,,,0.9,db6,110616.07,184.77,325.97,0.042259712,COMPLETE,0
64,QMC,-0.004920811,23:06.4,26:37.7,0 days 00:03:31.337229,0.002205693,SVM,,WPD,,STAT,,,,,,,,0.5,,,rbf,0.4,db6,,,156.27,,PRUNED,0
65,QMC,0.211271576,26:37.7,31:44.9,0 days 00:05:07.190927,,KNN,10,NONE,,ENT,,euclidean,8,,,,7,0.5,,,,,,,,305.75,,PRUNED,0
66,QMC,0.34447,31:44.9,38:00.0,0 days 00:06:15.057119,,MLP,,WPD,,COV,,,,0.066512267,,143,,0.75,,,,0.35,db4,110878.82,45.19,329.52,0.047692795,COMPLETE,0
67,QMC,0.60226,38:00.0,41:20.5,0 days 00:03:20.520449,,MLP,,EMD,0.85,WAVE,,,,0.001208814,,129,,0.9,,,,,,109758.22,192.33,7.88,0.041594524,COMPLETE,0
68,QMC,0.121214361,41:20.5,43:09.4,0 days 00:01:48.912983,,RF,,EMD,0.8,FRAC,9,,,,,,,0.65,510,72,,,,,,107.29,,PRUNED,0
69,QMC,0.199420581,43:09.5,47:42.9,0 days 00:04:33.451392,,KNN,12,EMD,0.6,ENT,,euclidean,1,,,,3,0.7,,,,,,,,271.2,,PRUNED,0
70,QMC,0.149177285,47:42.9,55:10.6,0 days 00:07:27.663465,,MLP,5,NONE,,ENT,,,,0.00330183,,287,6,0.95,,,,,,,,308.22,,PRUNED,0
71,QMC,0.5556,55:10.6,56:27.1,0 days 00:01:16.497449,,MLP,,EMD,0.8,COV,,,,0.031336147,,116,,0.85,,,,,,110330.42,74.11,2.02,0.040943642,COMPLETE,0
72,QMC,0.50325,56:27.1,01:22.2,0 days 00:04:55.085598,,KNN,,WPD,,COV,,manhattan,16,,,,,0.55,,,,0.7,coif1,109583.36,30.08,264.75,0.045007248,COMPLETE,0
73,QMC,0.139630652,01:22.2,05:05.0,0 days 00:03:42.797013,,KNN,,WPD,,STAT,,euclidean,5,,,,,0.6,,,,0.15,db4,,,221.22,,PRUNED,0
74,QMC,0.017180956,05:05.0,10:42.3,0 days 00:05:37.267592,0.003351456,SVM,11,NONE,,ENT,,,,,,,3,0.85,,,rbf,,,,,276.22,,PRUNED,0
75,QMC,0.021095112,10:42.3,12:29.1,0 days 00:01:46.835740,0.007418449,SVM,15,NONE,,ENT,,,,,,,8,1,,,rbf,,,,,0.32,,PRUNED,0
76,QMC,0.157474778,12:29.1,17:21.2,0 days 00:04:52.038119,,RF,7,NONE,,ENT,,,,,,,4,0.75,810,162,,,,,,286.79,,PRUNED,0
77,QMC,0.000993021,17:21.2,20:00.1,0 days 00:02:38.861668,0.002352223,SVM,,EMD,0.45,FRAC,21,,,,,,,0.65,,,sigmoid,,,,,105.54,,PRUNED,0
78,QMC,0.081812248,20:00.1,21:48.7,0 days 00:01:48.614842,,LR,,WPD,,FRAC,20,,,,0.887294423,,,0.95,,,,0.05,db6,,,107.51,,PRUNED,0
79,QMC,0.82473,21:48.7,26:20.8,0 days 00:04:32.086049,,KNN,,EMD,0.05,COV,,minkowski,2,,,,,0.8,,,,,,111182.47,6.74,264.92,0.04505374,COMPLETE,0
80,QMC,0.275100039,26:20.8,26:25.3,0 days 00:00:04.551228,,KNN,,NONE,,FRAC,38,manhattan,12,,,,,0.5,,,,,,,,0.54,,PRUNED,0
81,QMC,0.351491097,26:25.4,31:33.5,0 days 00:05:08.087019,,KNN,,EMD,0.3,WAVE,,minkowski,3,,,,,0.55,,,,,,,,306.76,,PRUNED,0
82,QMC,0.66213,31:33.5,36:52.3,0 days 00:05:18.856421,,KNN,,EMD,0.65,WAVE,,manhattan,13,,,,,0.8,,,,,,110192.75,2.99,315.62,0.049012203,COMPLETE,0
83,QMC,0.56453,36:52.3,46:22.1,0 days 00:09:29.781334,,MLP,3,WPD,,ENT,,,,0.011560818,,400,3,0.95,,,,0.95,db6,109481.01,225.52,344.01,0.08990365,COMPLETE,0
84,QMC,0.124842099,46:22.1,46:35.9,0 days 00:00:13.745039,,RF,,NONE,,STAT,,,,,,,,0.7,710,282,,,,,,1.11,,PRUNED,0
85,QMC,0.144136321,46:35.9,53:16.9,0 days 00:06:41.052143,,MLP,9,NONE,,ENT,,,,0.019921085,,444,6,0.75,,,,,,,,305.58,,PRUNED,0
86,QMC,0.48647,53:17.0,58:19.3,0 days 00:05:02.325046,,RF,,EMD,0.75,COV,,,,,,,,1,710,152,,,,110925.09,37.94,263.9,0.04189827,COMPLETE,0
87,QMC,0.297744754,58:19.3,58:49.7,0 days 00:00:30.387544,1.057772429,SVM,,EMD,0.15,COV,,,,,,,,0.9,,,linear,,,,,8.83,,PRUNED,0
88,QMC,-0.021164402,58:49.7,02:01.1,0 days 00:03:11.415849,0.00616481,SVM,,EMD,0.35,COV,,,,,,,,0.6,,,sigmoid,,,,,1.85,,PRUNED,0
89,QMC,0.053699005,02:01.1,03:52.3,0 days 00:01:51.159284,,RF,,EMD,1,FRAC,7,,,,,,,0.55,10,182,,,,,,108.42,,PRUNED,0
90,QMC,0.428773763,03:52.3,09:08.9,0 days 00:05:16.644525,,RF,,WPD,,WAVE,,,,,,,,0.85,1010,292,,0.9,sym9,,,308.35,,PRUNED,0
91,QMC,0.026070222,09:09.0,13:54.7,0 days 00:04:45.704434,,LR,12,EMD,0.65,ENT,,,,,0.506581029,,4,1,,,,,,,,284.39,,PRUNED,0
92,QMC,0.062029865,13:54.7,19:13.4,0 days 00:05:18.753084,,LR,4,NONE,,ENT,,,,,0.10186009,,7,0.7,,,,,,,,318.19,,PRUNED,0
93,QMC,0.233603988,19:13.4,24:29.6,0 days 00:05:16.198302,,RF,2,WPD,,ENT,,,,,,,8,0.65,210,42,,1,db4,,,314.27,,PRUNED,0
